,params,mean_test_accuracy,mean_test_precision,mean_test_recall,mean_test_f1
197,"{'C': 15, 'l1_ratio': 0, 'penalty': 'elasticnet', 'solver': 'liblinear'}",,,,
198,"{'C': 15, 'l1_ratio': 0, 'penalty': 'elasticnet', 'solver': 'sag'}",,,,
199,"{'C': 15, 'l1_ratio': 0, 'penalty': 'elasticnet', 'solver': 'saga'}",0.9087500000000001,0.9234048594179706,0.8908333333333335,0.9063694249467851
200,"{'C': 15, 'l1_ratio': 0.5, 'penalty': 'none', 'solver': 'newton-cg'}",0.9019444444444445,0.9188603585638315,0.8813888888888888,0.8990081307599505
201,"{'C': 15, 'l1_ratio': 0.5, 'penalty': 'none', 'solver': 'lbfgs'}",0.9025000000000001,0.9108739742301781,0.8916666666666666,0.9008088711741244
202,"{'C': 15, 'l1_ratio': 0.5, 'penalty': 'none', 'solver': 'liblinear'}",,,,
203,"{'C': 15, 'l1_ratio': 0.5, 'penalty': 'none', 'solver': 'sag'}",0.9043055555555555,0.919424017581204,0.8858333333333333,0.9016976086248626
204,"{'C': 15, 'l1_ratio': 0.5, 'penalty': 'none', 'solver': 'saga'}",0.906388888888889,0.921966346583331,0.8875,0.9037677515869488
205,"{'C': 15, 'l1_ratio': 0.5, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,
206,"{'C': 15, 'l1_ratio': 0.5, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,
207,"{'C': 15, 'l1_ratio': 0.5, 'penalty': 'l1', 'solver': 'liblinear'}",0.8840277777777779,0.9020812025822442,0.8605555555555556,0.8802006883580253
208,"{'C': 15, 'l1_ratio': 0.5, 'penalty': 'l1', 'solver': 'sag'}",,,,
209,"{'C': 15, 'l1_ratio': 0.5, 'penalty': 'l1', 'solver': 'saga'}",0.8963888888888889,0.9136581724401938,0.8747222222222222,0.8931339031691433
210,"{'C': 15, 'l1_ratio': 0.5, 'penalty': 'l2', 'solver': 'newton-cg'}",0.9087500000000001,0.9236502235081254,0.8905555555555555,0.9063517507921286
211,"{'C': 15, 'l1_ratio': 0.5, 'penalty': 'l2', 'solver': 'lbfgs'}",0.9087500000000001,0.9236502235081254,0.8905555555555555,0.9063517507921286
212,"{'C': 15, 'l1_ratio': 0.5, 'penalty': 'l2', 'solver': 'liblinear'}",0.9087500000000001,0.9236502235081254,0.8905555555555555,0.9063517507921286
213,"{'C': 15, 'l1_ratio': 0.5, 'penalty': 'l2', 'solver': 'sag'}",0.9087500000000001,0.9236502235081254,0.8905555555555555,0.9063517507921286
214,"{'C': 15, 'l1_ratio': 0.5, 'penalty': 'l2', 'solver': 'saga'}",0.9087500000000001,0.9234048594179706,0.8908333333333335,0.9063694249467851
215,"{'C': 15, 'l1_ratio': 0.5, 'penalty': 'elasticnet', 'solver': 'newton-cg'}",,,,
216,"{'C': 15, 'l1_ratio': 0.5, 'penalty': 'elasticnet', 'solver': 'lbfgs'}",,,,
217,"{'C': 15, 'l1_ratio': 0.5, 'penalty': 'elasticnet', 'solver': 'liblinear'}",,,,
218,"{'C': 15, 'l1_ratio': 0.5, 'penalty': 'elasticnet', 'solver': 'sag'}",,,,
219,"{'C': 15, 'l1_ratio': 0.5, 'penalty': 'elasticnet', 'solver': 'saga'}",0.9051388888888889,0.9202892887175211,0.8863888888888889,0.9025452135536941
220,"{'C': 15, 'l1_ratio': 1, 'penalty': 'none', 'solver': 'newton-cg'}",0.9019444444444445,0.9188603585638315,0.8813888888888888,0.8990081307599505
221,"{'C': 15, 'l1_ratio': 1, 'penalty': 'none', 'solver': 'lbfgs'}",0.9025000000000001,0.9108739742301781,0.8916666666666666,0.9008088711741244
222,"{'C': 15, 'l1_ratio': 1, 'penalty': 'none', 'solver': 'liblinear'}",,,,
223,"{'C': 15, 'l1_ratio': 1, 'penalty': 'none', 'solver': 'sag'}",0.9043055555555555,0.919424017581204,0.8858333333333333,0.9016976086248626
224,"{'C': 15, 'l1_ratio': 1, 'penalty': 'none', 'solver': 'saga'}",0.906388888888889,0.921966346583331,0.8875,0.9037677515869488
225,"{'C': 15, 'l1_ratio': 1, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,
226,"{'C': 15, 'l1_ratio': 1, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,
227,"{'C': 15, 'l1_ratio': 1, 'penalty': 'l1', 'solver': 'liblinear'}",0.8840277777777779,0.9020812025822442,0.8605555555555556,0.8802006883580253
228,"{'C': 15, 'l1_ratio': 1, 'penalty': 'l1', 'solver': 'sag'}",,,,
229,"{'C': 15, 'l1_ratio': 1, 'penalty': 'l1', 'solver': 'saga'}",0.8963888888888889,0.9136581724401938,0.8747222222222222,0.8931339031691433
230,"{'C': 15, 'l1_ratio': 1, 'penalty': 'l2', 'solver': 'newton-cg'}",0.9087500000000001,0.9236502235081254,0.8905555555555555,0.9063517507921286
231,"{'C': 15, 'l1_ratio': 1, 'penalty': 'l2', 'solver': 'lbfgs'}",0.9087500000000001,0.9236502235081254,0.8905555555555555,0.9063517507921286
232,"{'C': 15, 'l1_ratio': 1, 'penalty': 'l2', 'solver': 'liblinear'}",0.9087500000000001,0.9236502235081254,0.8905555555555555,0.9063517507921286
233,"{'C': 15, 'l1_ratio': 1, 'penalty': 'l2', 'solver': 'sag'}",0.9087500000000001,0.9236502235081254,0.8905555555555555,0.9063517507921286
234,"{'C': 15, 'l1_ratio': 1, 'penalty': 'l2', 'solver': 'saga'}",0.9087500000000001,0.9234048594179706,0.8908333333333335,0.9063694249467851
235,"{'C': 15, 'l1_ratio': 1, 'penalty': 'elasticnet', 'solver': 'newton-cg'}",,,,
236,"{'C': 15, 'l1_ratio': 1, 'penalty': 'elasticnet', 'solver': 'lbfgs'}",,,,
237,"{'C': 15, 'l1_ratio': 1, 'penalty': 'elasticnet', 'solver': 'liblinear'}",,,,
238,"{'C': 15, 'l1_ratio': 1, 'penalty': 'elasticnet', 'solver': 'sag'}",,,,
239,"{'C': 15, 'l1_ratio': 1, 'penalty': 'elasticnet', 'solver': 'saga'}",0.8963888888888889,0.9136581724401938,0.8747222222222222,0.8931339031691433
